LAT,LON,Village,DATETIME,TYPE,TERRITOIRE,SECTEUR,GROUPEMENT,AS_,ZS,DATUM,COORDLATLO,TYPE_GPS,SOURCE_DAT,pVillage,CVillage,NC2009,NC2010,NC2011,tot_cases
-2.99076,16.81708,F.MABEKOZANGA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MABEKOZANGA,LOBOBI FERME MABEKOZANGA,0,0,0,0
-2.98873,16.81854,F.SALAOZUA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SALAOZUA,LOBOBI FERME SALAOZUA,0,0,0,0
-2.98871,16.81601,F.LA POLICE I,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LA POLICE I,LOBOBI FERME LA POLICE I,0,0,0,0
-2.98685,16.81543,NGANDA SIMBAMBELI,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA SIMBAMBELI,LOBOBI NGANDA SIMBAMBELI,0,0,0,0
-2.97085,16.80939,F.MATHIEU,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MATHIEU,LOBOBI FERME MATHIEU,0,0,0,0
-2.98123,16.8115,NGANDA,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA,LOBOBI NGANDA,0,0,0,0
-3.04062,16.82268,F.MARIO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MARIO,LOBOBI FERME MARIO,0,0,0,0
-3.04063,16.82167,F.Mr JULES,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME Mr JULES,LOBOBI FERME Mr JULES,0,0,0,0
-3.03931,16.81878,F.ILE STONE LASA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ILE STONE LASA,LOBOBI FERME ILE STONE LASA,0,0,0,0
-3.03944,16.80955,WAWA,40503.4213,VILLAGE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,WAWA,LOBOBI WAWA,0,0,0,0
-3.03876,16.80296,BONDO,40503.4213,VILLAGE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,BONDO,LOBOBI BONDO,0,0,0,0
-3.0369,16.7934,NGANDA WALO,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA WALO,LOBOBI NGANDA WALO,0,0,0,0
-3.03636,16.78661,MAPAMBOLI,40503.4213,VILLAGE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MAPAMBOLI,LOBOBI MAPAMBOLI,0,0,0,0
-3.03539,16.78359,MABRA,40503.4213,VILLAGE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MABRA,LOBOBI MABRA,0,2,0,2
-3.00359,16.79297,NGANDA EDEN,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA EDEN,LOBOBI NGANDA EDEN,0,0,0,0
-2.99905,16.79181,F.EDENE,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME EDENE,LOBOBI FERME EDENE,0,0,0,0
-3.03091,16.82461,PONT Mr JULES,40503.4213,PONT DE FORTUNE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT Mr JULES,LOBOBI PONT Mr JULES,0,0,0,0
-3.02161,16.78117,PONT MOKABA,40503.4213,PONT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT MOKABA,LOBOBI PONT MOKABA,0,0,0,0
-3.0263,16.76706,F.MBAYA II,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MBAYA II,LOBOBI FERME MBAYA II,0,0,0,0
-3.02627,16.76343,F.MOKELO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MOKELO,LOBOBI FERME MOKELO,0,0,0,0
-3.02611,16.76126,F.NGANDA MBILA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NGANDA MBILA,LOBOBI FERME NGANDA MBILA,0,0,0,0
-3.01879,16.7453,LOBOBI CENTRE,40503.4213,VILLAGE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,LOBOBI CENTRE,LOBOBI LOBOBI CENTRE,0,0,0,0
-3.02169,16.74565,LOBOBI BANUNU,40503.4213,VILLAGE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,LOBOBI BANUNU,LOBOBI LOBOBI BANUNU,0,0,0,0
-3.02047,16.74391,LOBOBI MAZIBA,40503.4213,VILLAGE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,LOBOBI MAZIBA,LOBOBI LOBOBI MAZIBA,0,0,0,0
-3.01179,16.74139,PONT LOBOBI,40503.4213,PONT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT LOBOBI,LOBOBI PONT LOBOBI,0,0,0,0
-3.01896,16.73466,BOSOMBO,40503.4213,VILLAGE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,BOSOMBO,LOBOBI BOSOMBO,0,0,0,0
-3.02254,16.72899,EP BOSOMBO,40503.4213,EP,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP BOSOMBO,LOBOBI EP BOSOMBO,0,0,0,0
-3.02311,16.72612,CAMP FERME MAKAMBO,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP FERME MAKAMBO,LOBOBI CAMP FERME MAKAMBO,0,0,0,0
-3.01467,16.71385,F.MAKAMBO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAKAMBO,LOBOBI FERME MAKAMBO,0,0,0,0
-3.00557,16.7073,F.INDE INDE,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME INDE INDE,LOBOBI FERME INDE INDE,0,0,0,0
-2.99731,16.70483,F.MBO MBANGI,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MBO MBANGI,LOBOBI FERME MBO MBANGI,0,0,0,0
-2.9948,16.70389,F.MIKADO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MIKADO,LOBOBI FERME MIKADO,0,0,0,0
-2.99534,16.7068,F.GOOD YEAR,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME GOOD YEAR,LOBOBI FERME GOOD YEAR,0,0,0,0
-2.9897,16.70272,F.LOMBE,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LOMBE,LOBOBI FERME LOMBE,0,0,0,0
-2.98445,16.70878,F.ZEMBE,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ZEMBE,LOBOBI FERME ZEMBE,0,0,0,0
-2.98051,16.70664,NGANDA LUKA BOKONZI,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA LUKA BOKONZI,LOBOBI NGANDA LUKA BOKONZI,0,0,0,0
-2.97574,16.70977,NGANDA ALAIN,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA ALAIN,LOBOBI NGANDA ALAIN,0,0,0,0
-2.97335,16.70891,F.DENKERO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME DENKERO,LOBOBI FERME DENKERO,0,0,0,0
-2.97661,16.71445,F.JOACIN,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME JOACIN,LOBOBI FERME JOACIN,0,0,0,0
-2.98613,16.71881,NGANDA SALAONZUA II,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA SALAONZUA II,LOBOBI NGANDA SALAONZUA II,0,0,0,0
-2.9791,16.7329,F.EMBWASAI,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME EMBWASAI,LOBOBI FERME EMBWASAI,0,0,0,0
-2.95543,16.73077,F.BONDO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BONDO,LOBOBI FERME BONDO,0,0,0,0
-2.9673,16.707,F.DEMAPA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME DEMAPA,LOBOBI FERME DEMAPA,0,0,0,0
-2.95951,16.71039,F.FIMBO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME FIMBO,LOBOBI FERME FIMBO,0,0,0,0
-2.94885,16.71212,F.BOLAMOZOBA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BOLAMOZOBA,LOBOBI FERME BOLAMOZOBA,0,0,0,0
-2.94525,16.71403,F.SALONGO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SALONGO,LOBOBI FERME SALONGO,0,0,0,0
-2.93123,16.70921,F.OPIKA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME OPIKA,LOBOBI FERME OPIKA,0,0,0,0
-2.93022,16.70948,F.MIKADO II,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MIKADO II,LOBOBI FERME MIKADO II,0,0,0,0
-2.92667,16.70828,F.BULUNGE,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BULUNGE,LOBOBI FERME BULUNGE,0,0,0,0
-2.91862,16.69951,F.MABOKE,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MABOKE,LOBOBI FERME MABOKE,0,0,0,0
-2.91259,16.70341,NGANDA LIBONDAS,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA LIBONDAS,LOBOBI NGANDA LIBONDAS,0,0,0,0
-2.91032,16.6975,F.LIBERTE I,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LIBERTE I,LOBOBI FERME LIBERTE I,0,0,0,0
-2.909,16.69621,NGANDA TAVAN MPINI,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA TAVAN MPINI,LOBOBI NGANDA TAVAN MPINI,0,0,0,0
-2.91339,16.68976,F.17,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME 17,LOBOBI FERME 17,0,0,0,0
-2.96908,16.76149,NGANDA NDANA,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA NDANA,LOBOBI NGANDA NDANA,0,0,0,0
-2.95737,16.76556,F.BETO NA BETO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BETO NA BETO,LOBOBI FERME BETO NA BETO,0,0,0,0
-2.95221,16.76844,PONT BETO NA BETO,40503.4213,PONT DE FORTUNE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT BETO NA BETO,LOBOBI PONT BETO NA BETO,0,0,0,0
-2.9476,16.76567,NGAND BETO,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGAND BETO,LOBOBI NGAND BETO,0,0,0,0
-2.93958,16.76253,F.NKANDA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NKANDA,LOBOBI FERME NKANDA,0,0,0,0
-2.92767,16.75533,NGANDA LE TIRO,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA LE TIRO,LOBOBI NGANDA LE TIRO,0,0,0,0
-2.92365,16.75585,F.TERRE PROMISE,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME TERRE PROMISE,LOBOBI FERME TERRE PROMISE,0,0,0,0
-2.92213,16.75501,NGANDA PAPY,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA PAPY,LOBOBI NGANDA PAPY,0,0,0,0
-2.91998,16.74425,F.TEO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME TEO,LOBOBI FERME TEO,0,0,0,0
-2.91457,16.74135,F.SALVADOR,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SALVADOR,LOBOBI FERME SALVADOR,0,0,0,0
-2.89864,16.74862,NGANDA SALAONZUA III,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA SALAONZUA III,LOBOBI NGANDA SALAONZUA III,0,0,0,0
-2.88621,16.74687,NGANDA KULUAR I,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA KULUAR I,LOBOBI NGANDA KULUAR I,0,0,0,0
-2.88634,16.74595,NGANDA KULUAR II,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA KULUAR II,LOBOBI NGANDA KULUAR II,0,0,0,0
-2.88577,16.74077,NGANDA MUSHIE,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA MUSHIE,LOBOBI NGANDA MUSHIE,0,0,0,0
-2.88604,16.73513,NGANDA BOYOMA,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA BOYOMA,LOBOBI NGANDA BOYOMA,0,0,0,0
-2.88679,16.7324,F.ESCALE II,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ESCALE II,LOBOBI FERME ESCALE II,0,0,0,0
-2.88714,16.726,NGANDA KIPEYAYO,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA KIPEYAYO,LOBOBI NGANDA KIPEYAYO,0,0,0,0
-2.8884,16.71989,PONT DE FORTUNE,40503.4213,PONT DE FORTUNE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT DE FORTUNE,LOBOBI PONT DE FORTUNE,0,0,0,0
-2.88813,16.71703,F.NGANGA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NGANGA,LOBOBI FERME NGANGA,0,0,0,0
-2.88757,16.71275,NGANDA FREDY,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA FREDY,LOBOBI NGANDA FREDY,0,0,0,0
-2.88506,16.71242,NGANDA NSELE,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA NSELE,LOBOBI NGANDA NSELE,0,0,0,0
-2.89001,16.71005,NGANDA MONDONGO,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA MONDONGO,LOBOBI NGANDA MONDONGO,0,0,0,0
-2.8914,16.70898,F.LADI II,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LADI II,LOBOBI FERME LADI II,0,0,0,0
-2.89319,16.70898,F.LADI I,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LADI I,LOBOBI FERME LADI I,0,0,0,0
-2.89418,16.71195,NGANDA SHAMUKWALE,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA SHAMUKWALE,LOBOBI NGANDA SHAMUKWALE,0,0,0,0
-2.89697,16.7126,F.LIBERTE II,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LIBERTE II,LOBOBI FERME LIBERTE II,0,0,0,0
-2.89671,16.71155,EP LIBERTE,40503.4213,EP,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP LIBERTE,LOBOBI EP LIBERTE,0,0,0,0
-2.90151,16.72253,F.MONKARA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MONKARA,LOBOBI FERME MONKARA,0,0,0,0
-2.91234,16.73434,F.GRACE A DIEU,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME GRACE A DIEU,LOBOBI FERME GRACE A DIEU,0,0,0,0
-2.90035,16.73725,F.PINDIS,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME PINDIS,LOBOBI FERME PINDIS,0,0,0,0
-2.89872,16.73739,F.BAVON,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BAVON,LOBOBI FERME BAVON,0,0,0,0
-2.90261,16.74268,NGANDA DIDI,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA DIDI,LOBOBI NGANDA DIDI,0,0,0,0
-2.90504,16.7561,NGANDA OLYMPIA,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA OLYMPIA,LOBOBI NGANDA OLYMPIA,0,0,0,0
-2.91138,16.76971,NGANDA BISENGO,40503.4213,CAMPEMENT,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANDA BISENGO,LOBOBI NGANDA BISENGO,0,0,0,0
-2.91452,16.77176,F.ETATS UNIS,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ETATS UNIS,LOBOBI FERME ETATS UNIS,0,0,0,0
-2.92558,16.78193,F.BERCY,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BERCY,LOBOBI FERME BERCY,0,0,0,0
-2.92882,16.77733,PONT DE FORTUNE,40503.4213,PONT DE FORTUNE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT DE FORTUNE,LOBOBI PONT DE FORTUNE,0,0,0,0
-2.92741,16.77419,F.GWADO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME GWADO,LOBOBI FERME GWADO,0,0,0,0
-2.93352,16.77702,F.SAMOKORO,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SAMOKORO,LOBOBI FERME SAMOKORO,0,0,0,0
-2.9421,16.77507,F.MBAKA,40503.4213,FERME,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MBAKA,LOBOBI FERME MBAKA,0,0,0,0
-2.94331,16.77391,PONT DE FORTUNE,40503.4213,PONT DE FORTUNE,MUSHIE,BABOMA NORD,BANUNU,LOBOBI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT DE FORTUNE,LOBOBI PONT DE FORTUNE,0,0,0,0
